user,item,pref
406,Sunset Blvd. 1950,4
223,Lost World: Jurassic Park The 1997,1
145,Kull the Conqueror 1997,3
158,Big Night 1996,5
216,Fish Called Wanda A 1988,4
379,Liar Liar 1997,3
391,Graduate The 1967,5
405,Money Train 1995,1
339,English Patient The 1996,5
56,Days of Thunder 1990,2
372,Mary Shelley's Frankenstein 1994,5
387,Glory 1989,2
399,Brazil 1985,3
49,Female Perversions 1996,3
367,Pulp Fiction 1994,5
346,Absolute Power 1997,5
119,Fled 1996,5
251,Cinderella 1950,4
90,Dumbo 1941,5
347,Like Water For Chocolate Como agua para chocolate 1992,2
10,Trainspotting 1996,4
1,Last of the Mohicans The 1992,4
343,Sex Lies and Videotape 1989,4
145,Star Trek IV: The Voyage Home 1986,5
294,Phenomenon 1996,3
337,Mars Attacks! 1996,3
216,Basquiat 1996,3
7,Tales from the Hood 1995,3
378,Richard III 1995,3
99,Daylight 1996,3
13,Rosencrantz and Guildenstern Are Dead 1990,5
308,Sabrina 1954,4
303,She's the One 1996,4
222,Days of Thunder 1990,4
295,Remains of the Day The 1993,5
195,Farewell My Concubine 1993,3
130,Eraser 1996,4
389,What's Love Got to Do with It 1993,3
137,Legends of the Fall 1994,1
345,Brothers McMullen The 1995,3
222,Leaving Las Vegas 1995,5
94,Night of the Living Dead 1968,4
334,Braveheart 1995,4
95,Heavy Metal 1981,1
357,My Fellow Americans 1996,5
95,Baby-Sitters Club The 1995,3
339,Down by Law 1986,5
308,Farewell My Concubine 1993,4
56,Four Weddings and a Funeral 1994,4
400,Air Force One 1997,4
379,Cool Hand Luke 1967,4
385,Nixon 1995,3
222,Jurassic Park 1993,4
291,Relic The 1997,3
404,Game The 1997,2
303,Dolores Claiborne 1994,4
6,Deer Hunter The 1978,4
363,Devil's Advocate The 1997,5
188,Groundhog Day 1993,2
334,Dial M for Murder 1954,4
63,Close Shave A 1995,4
291,Diabolique 1996,4
290,Disclosure 1994,3
13,Liar Liar 1997,2
181,Original Gangstas 1996,1
363,Welcome to the Dollhouse 1995,4
57,River Wild The 1994,4
130,In the Mouth of Madness 1995,4
416,Fifth Element The 1997,4
221,It's a Wonderful Life 1946,3
264,Rocket Man 1997,2
345,Crucible The 1996,4
95,Manchurian Candidate The 1962,5
299,Swingers 1996,5
409,Graduate The 1967,3
1,Kansas City 1996,3
228,To Kill a Mockingbird 1962,4
34,Devil's Own The 1997,4
115,Courage Under Fire 1996,2
53,Contact 1997,4
413,Starship Troopers 1997,4
152,Hot Shots! Part Deux 1993,5
393,Ransom 1996,4
330,Empire Strikes Back The 1980,5
19,Evil Dead II 1987,3
279,Jimmy Hollywood 1994,4
399,Dave 1993,2
345,Shawshank Redemption The 1994,5
92,Trainspotting 1996,5
363,Alien 3 1992,2
411,Empire Strikes Back The 1980,5
128,Indiana Jones and the Last Crusade 1989,4
401,Heat 1995,2
416,Career Girls 1997,1
144,Mrs. Doubtfire 1993,4
255,Arrival The 1996,1
360,Star Trek: First Contact 1996,2
193,Amistad 1997,4
7,Event Horizon 1997,1
21,Blood Beach 1981,1
23,Miller's Crossing 1990,5
284,Jackie Brown 1997,4
99,Ghost 1990,4
294,Anaconda 1997,2
98,Smile Like Yours A 1997,3
41,Fish Called Wanda A 1988,4
184,Georgia 1995,4
59,Young Poisoner's Handbook The 1995,3
327,Man of No Importance A 1994,4
92,Absolute Power 1997,4
125,Quiet Man The 1952,4
44,Beauty and the Beast 1991,4
286,Up in Smoke 1978,1
184,Jerry Maguire 1996,4
179,Jackie Brown 1997,3
14,That Thing You Do! 1996,3
375,Birds The 1963,4
177,U Turn 1997,3
54,Double Team 1997,3
401,Murder at 1600 1997,2
263,Ben-Hur 1959,5
12,Shining The 1980,1
279,Army of Darkness 1993,5
327,Scream 2 1997,3
257,Kansas City 1996,2
405,Stuart Saves His Family 1995,1
29,Gattaca 1997,4
194,Fox and the Hound The 1981,3
276,Reservoir Dogs 1992,5
405,Young Guns 1988,4
160,Star Trek: The Wrath of Khan 1982,2
360,It's a Wonderful Life 1946,3
94,How to Make an American Quilt 1995,5
401,Truth About Cats & Dogs The 1996,4
374,True Lies 1994,4
201,True Romance 1993,3
85,8 1/2 1963,3
345,Age of Innocence The 1993,4
130,Supercop 1992,4
85,Sophie's Choice 1982,3
95,Die Hard: With a Vengeance 1995,4
405,What Happened Was... 1994,1
30,Anastasia 1997,4
327,Cinderella 1950,3
223,Sound of Music The 1965,4
406,Glory 1989,3
311,Something to Talk About 1995,3
7,Nosferatu Nosferatu eine Symphonie des Grauens 1922,5
207,Family Thing A 1996,4
347,GoodFellas 1990,5
49,Seven Se7en 1995,3
92,Junior 1994,3
343,Net The 1995,3
293,Tomorrow Never Dies 1997,3
320,Lost World: Jurassic Park The 1997,2
331,Candidate The 1972,4
344,Empire Strikes Back The 1980,4
203,Star Wars 1977,5
76,Independence Day ID4 1996,2
256,Clear and Present Danger 1994,5
324,Godfather The 1972,4
130,Army of Darkness 1993,4
238,Broken Arrow 1996,3
406,Paris Is Burning 1990,5
393,Addams Family Values 1993,4
389,Top Hat 1935,5
5,Psycho 1960,3
295,Young Guns II 1990,3
339,It's a Wonderful Life 1946,5
43,Amadeus 1984,5
406,Postino Il 1994,4
378,Star Trek IV: The Voyage Home 1986,3
76,Rear Window 1954,3
119,Speed 1994,4
316,Man Who Would Be King The 1975,2
99,Moll Flanders 1996,3
13,Beauty and the Beast 1991,4
339,Hamlet 1996,4
406,Secret of Roan Inish The 1994,5
186,Broken Arrow 1996,4
271,Psycho 1960,3
74,In & Out 1997,3
374,Searching for Bobby Fischer 1993,5
56,Man Without a Face The 1993,4
277,Return of the Jedi 1983,3
307,Sneakers 1992,3
194,Birds The 1963,3
405,Amityville Curse The 1990,1
268,True Lies 1994,3
291,Client The 1994,4
222,Three Musketeers The 1993,4
407,Batman Returns 1992,3
344,Amadeus 1984,5
185,Murder in the First 1995,3
270,Wolf 1994,4
253,Jungle2Jungle 1997,2
407,Only You 1994,3
266,Emma 1996,3
303,Cutthroat Island 1995,1
378,Fly Away Home 1996,4
166,Dante's Peak 1997,5
181,Mother Night 1996,1
387,GoodFellas 1990,5
216,William Shakespeare's Romeo and Juliet 1996,5
200,Ghost and the Darkness The 1996,4
221,Top Gun 1986,3
308,Nightmare Before Christmas The 1993,4
270,My Left Foot 1989,3
58,Muriel's Wedding 1994,4
379,Goofy Movie A 1995,2
243,Shine 1996,4
406,Quiz Show 1994,4
363,Searching for Bobby Fischer 1993,3
298,Streetcar Named Desire A 1951,4
62,Phenomenon 1996,4
144,Sgt. Bilko 1996,2
286,Top Gun 1986,2
227,Welcome to the Dollhouse 1995,5
174,Pompatus of Love The 1996,4
158,Judge Dredd 1995,2
376,Sense and Sensibility 1995,5
269,Wings of Desire 1987,5
145,Tomorrow Never Dies 1997,4
339,Kids 1995,4
342,Circle of Friends 1995,1
279,Raising Arizona 1987,4
32,Con Air 1997,1
249,One Flew Over the Cuckoo's Nest 1975,4
385,Basquiat 1996,3
249,Clerks 1994,5
276,Phenomenon 1996,4
159,That Old Feeling 1997,5
417,Four Rooms 1995,4
268,Little Women 1994,3
417,French Kiss 1995,3
63,Conspiracy Theory 1997,2
7,Heat 1995,3
194,Unforgiven 1992,3
82,Homeward Bound: The Incredible Journey 1993,3
280,Boys on the Side 1995,5
294,Trainspotting 1996,5
195,Room with a View A 1986,4
194,Star Trek: First Contact 1996,1
16,Reservoir Dogs 1992,4
393,Man Who Knew Too Little The 1997,5
288,Jerry Maguire 1996,4
283,Jackie Chan's First Strike 1996,4
323,Indiana Jones and the Last Crusade 1989,4
294,Scream 2 1997,4
73,Scream 1996,3
405,Mask The 1994,3
312,Killing Fields The 1984,5
371,Real Genius 1985,4
256,Daylight 1996,3
87,Dave 1993,4
5,Mrs. Doubtfire 1993,2
72,Top Gun 1986,5
102,Waterworld 1995,2
398,Empire Strikes Back The 1980,5
290,On Golden Pond 1981,3
6,Tombstone 1993,3
94,Four Weddings and a Funeral 1994,4
137,Fifth Element The 1997,5
343,Grifters The 1990,4
112,Red Corner 1997,4
204,L.A. Confidential 1997,5
92,Cliffhanger 1993,2
377,Monty Python's Life of Brian 1979,5
334,Birds The 1963,3
360,Manon of the Spring Manon des sources 1986,5
92,Ghost and the Darkness The 1996,2
374,Cold Comfort Farm 1995,1
197,Evita 1996,4
7,Unbearable Lightness of Being The 1988,1
299,Lawrence of Arabia 1962,4
412,Schindler's List 1993,5
301,Cape Fear 1962,4
125,Silence of the Lambs The 1991,5
130,Terminator The 1984,5
404,Full Monty The 1997,4
406,Short Cuts 1993,4
406,Mary Poppins 1964,1
349,Jackie Chan's First Strike 1996,2
7,Spitfire Grill The 1996,3
235,Twelve Monkeys 1995,4
314,Dazed and Confused 1993,3
381,I Don't Want to Talk About It De eso no se habla 1993,4
151,Paper The 1994,2
43,Tomorrow Never Dies 1997,2
300,Love Jones 1997,5
263,Fantasia 1940,2
110,Cop Land 1997,3
405,2001: A Space Odyssey 1968,5
75,Henry V 1989,5
344,Devil's Own The 1997,3
405,Miami Rhapsody 1995,1
296,That Thing You Do! 1996,5
314,Rumble in the Bronx 1995,1
303,Young Frankenstein 1974,5
293,Robin Hood: Prince of Thieves 1991,2
102,Snow White and the Seven Dwarfs 1937,2
92,Disclosure 1994,3
410,Midnight in the Garden of Good and Evil 1997,2
321,Right Stuff The 1983,3
27,Heaven's Prisoners 1996,2
280,Get Shorty 1995,3
110,Clueless 1995,3
14,Back to the Future 1985,5
342,Sabrina 1995,2
391,One Flew Over the Cuckoo's Nest 1975,5
416,Desperate Measures 1998,3
375,Shallow Grave 1994,2
405,Shooting Fish 1997,1
178,Apollo 13 1995,5
409,Bringing Up Baby 1938,3
66,Ransom 1996,5
286,Birdcage The 1996,3
239,Diva 1981,5
75,Willy Wonka and the Chocolate Factory 1971,5
398,Die Hard 1988,5
10,Full Monty The 1997,4
83,Executive Decision 1996,4
80,Jaws 1975,3
394,Cape Fear 1991,4
27,Trainspotting 1996,2
347,Wizard of Oz The 1939,5
332,Escape from L.A. 1996,3
276,Cook the Thief His Wife & Her Lover The 1989,4
80,Field of Dreams 1989,5
145,When Harry Met Sally... 1989,5
397,Tie Me Up! Tie Me Down! 1990,4
393,Wrong Trousers The 1993,3
338,Liar Liar 1997,1
81,Willy Wonka and the Chocolate Factory 1971,2
49,Brazil 1985,5
325,Fantasia 1940,5
13,Leaving Las Vegas 1995,5
95,Robin Hood: Prince of Thieves 1991,4
224,Dante's Peak 1997,3
59,Blues Brothers The 1980,5
321,Pulp Fiction 1994,4
7,Extreme Measures 1996,3
318,Blues Brothers The 1980,5
109,Jerry Maguire 1996,4
254,Flubber 1997,3
106,Twelfth Night 1996,4
307,Close Shave A 1995,5
378,Hunchback of Notre Dame The 1996,5
343,Reservoir Dogs 1992,4
263,Shawshank Redemption The 1994,5
76,Taxi Driver 1976,5
280,Time to Kill A 1996,3
214,Chasing Amy 1997,2
303,Up in Smoke 1978,3
138,Giant 1956,4
49,Psycho 1960,5
214,Mighty Aphrodite 1995,3
305,Contact 1997,4
44,Abyss The 1989,4
289,Mission: Impossible 1996,2
217,Batman Returns 1992,5
199,English Patient The 1996,5
271,Indian in the Cupboard The 1995,2
18,Toy Story 1995,5
417,Eraser 1996,3
397,12 Angry Men 1957,5
128,Remains of the Day The 1993,5
200,Interview with the Vampire 1994,4
261,Man Who Knew Too Little The 1997,3
154,Like Water For Chocolate Como agua para chocolate 1992,3
406,American Werewolf in London An 1981,4
24,Pulp Fiction 1994,4
62,Ransom 1996,2
264,Heathers 1989,5
275,Young Frankenstein 1974,3
405,Terminator 2: Judgment Day 1991,3
328,Giant 1956,4
3,Cop Land 1997,4
401,Back to the Future 1985,5
72,Empire Strikes Back The 1980,1
85,Walkabout 1971,3
311,M*A*S*H 1970,3
311,Remains of the Day The 1993,5
230,Terminator 2: Judgment Day 1991,2
201,Pulp Fiction 1994,5
13,Great Escape The 1963,4
280,To Wong Foo Thanks for Everything! Julie Newmar 1995,5
77,Fargo 1996,3
130,Wes Craven's New Nightmare 1994,2
171,Titanic 1997,4
222,Mr. Wrong 1996,1
409,Arsenic and Old Lace 1944,5
315,Monty Python and the Holy Grail 1974,4
189,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1963,5
14,Mr. Holland's Opus 1995,4
385,Victor/Victoria 1982,2
276,Delicatessen 1991,4
322,Toy Story 1995,2
268,Nick of Time 1995,1
189,Fugitive The 1993,3
417,High School High 1996,3
23,Sound of Music The 1965,3
405,Daens 1992,1
216,Six Degrees of Separation 1993,4
339,Grifters The 1990,5
49,Professional The 1994,4
91,Bonnie and Clyde 1967,3
416,Client The 1994,5
99,While You Were Sleeping 1995,3
60,Return of Martin Guerre The Retour de Martin Guerre Le 1982,5
405,Made in America 1993,2
36,Chasing Amy 1997,2
216,Time to Kill A 1996,5
18,Dances with Wolves 1990,4
21,Bride of Frankenstein 1935,5
305,Good Will Hunting 1997,3
233,Men in Black 1997,4
181,Georgia 1995,1
307,Star Trek: The Motion Picture 1979,4
210,Godfather: Part II The 1974,5
200,Under Siege 2: Dark Territory 1995,4
1,My Best Friend's Wedding 1997,2
144,Apocalypse Now 1979,4
280,Outbreak 1995,2
325,Trainspotting 1996,4
256,Ransom 1996,5
378,Lost World: Jurassic Park The 1997,4
125,Dracula: Dead and Loving It 1995,2
269,Sleeper 1973,4
405,Tom and Huck 1995,1
397,Breaking the Waves 1996,4
14,Clerks 1994,4
102,Return of the Pink Panther The 1974,2
130,Traveller 1997,5
303,20000 Leagues Under the Sea 1954,3
292,Paradise Lost: The Child Murders at Robin Hood Hills 1996,5
271,In the Name of the Father 1993,3
412,Cape Fear 1991,3
102,Demolition Man 1993,2
213,Wizard of Oz The 1939,5
416,Demolition Man 1993,4
325,Brazil 1985,5
406,Blues Brothers The 1980,3
249,City of Lost Children The 1995,5
62,Fried Green Tomatoes 1991,4
409,Welcome To Sarajevo 1997,4
60,Cat on a Hot Tin Roof 1958,3
201,Dead Man Walking 1995,3
301,Last of the Mohicans The 1992,3
208,Pulp Fiction 1994,2
200,Juror The 1996,4
406,Spellbound 1945,4
382,Silence of the Lambs The 1991,3
399,Flintstones The 1994,2
269,Grumpier Old Men 1995,2
405,Month by the Lake A 1995,1
198,Fugitive The 1993,3
307,Stand by Me 1986,4
130,Forrest Gump 1994,5
311,Blade Runner 1982,5
118,Braveheart 1995,5
48,Apollo 13 1995,2
194,Escape from New York 1981,2
59,Feast of July 1995,3
374,Last Dance 1996,1
14,Aliens 1986,1
313,Sleepers 1996,4
180,Dave 1993,3
399,Lion King The 1994,3
186,Fargo 1996,4
49,Star Maker The Uomo delle stelle L' 1995,3
291,Sound of Music The 1965,3
342,My Best Friend's Wedding 1997,4
23,Gone with the Wind 1939,4
373,Full Monty The 1997,5
405,Best of the Best 3: No Turning Back 1995,1
268,Wolf 1994,3
405,Pink Floyd - The Wall 1982,4
339,2001: A Space Odyssey 1968,5
293,Michael 1996,3
359,Rock The 1996,4
234,2001: A Space Odyssey 1968,4
374,Lawnmower Man 2: Beyond Cyberspace 1996,1
243,Stand by Me 1986,4
385,Notorious 1946,5
346,Sliver 1993,2
405,Star Trek V: The Final Frontier 1989,1
16,Under Siege 1992,5
354,My Favorite Year 1982,4
399,Michael Collins 1996,3
326,Batman 1989,3
305,Don Juan DeMarco 1995,4
387,Wrong Trousers The 1993,5
345,Peacemaker The 1997,2
303,Die Hard 2 1990,4
351,Assignment The 1997,4
60,Mighty Aphrodite 1995,4
308,Bob Roberts 1992,4
271,Hackers 1995,3
242,Absolute Power 1997,3
310,Sense and Sensibility 1995,5
248,Clockwork Orange A 1971,3
94,Birds The 1963,4
234,Grease 1978,3
378,Corrina Corrina 1994,3
299,Circle of Friends 1995,3
6,Back to the Future 1985,3
305,Beat the Devil 1954,4
361,Boogie Nights 1997,3
344,English Patient The 1996,3
248,Maltese Falcon The 1941,2
40,Wag the Dog 1997,2
143,Wag the Dog 1997,5
168,Time to Kill A 1996,5
296,Independence Day ID4 1996,5
296,Some Like It Hot 1959,5
316,Jaws 1975,1
82,Psycho 1960,3
405,Godfather The 1972,5
268,Return of the Jedi 1983,4
344,Fugitive The 1993,4
387,Star Trek: Generations 1994,2
389,Band Wagon The 1953,5
293,Bronx Tale A 1993,4
267,Clueless 1995,4
308,Mimic 1997,2
44,True Lies 1994,3
303,Brothers McMullen The 1995,4
234,Freeway 1996,2
112,Ulee's Gold 1997,4
336,Private Parts 1997,5
86,Peacemaker The 1997,2
399,Turbulence 1997,3
416,Forrest Gump 1994,4
83,In the Line of Fire 1993,4
332,Michael 1996,2
286,Chasing Amy 1997,4
167,Carmen Miranda: Bananas Is My Business 1994,2
130,Gattaca 1997,5
94,Clear and Present Danger 1994,2
234,Apartment The 1960,5
44,Pink Floyd - The Wall 1982,5
104,Mars Attacks! 1996,2
387,Up in Smoke 1978,3
363,Addiction The 1995,2
90,Amos & Andrew 1993,2
363,While You Were Sleeping 1995,4
409,Bridge on the River Kwai The 1957,4
365,Birdcage The 1996,4
343,Mother Night 1996,5
21,G.I. Jane 1997,5
280,Nine Months 1995,3
45,Blue in the Face 1995,4
201,Edge The 1997,4
5,Tales from the Crypt Presents: Bordello of Blood 1996,3
276,Dave 1993,4
272,One Flew Over the Cuckoo's Nest 1975,5
334,One Night Stand 1997,2
83,My Best Friend's Wedding 1997,5
234,Groundhog Day 1993,3
125,Nutty Professor The 1996,3
406,Beauty and the Beast 1991,4
145,Devil in a Blue Dress 1995,1
399,Stargate 1994,3
338,Like Water For Chocolate Como agua para chocolate 1992,4
64,Toy Story 1995,4
363,Hunt for Red October The 1990,3
99,Beautiful Girls 1996,2
298,Sabrina 1995,3
102,Home Alone 1990,2
290,Dead Poets Society 1989,4
354,Priest 1994,5
373,Ghost 1990,4
15,Thousand Acres A 1997,4
393,Sphere 1998,3
115,Godfather: Part II The 1974,5
94,Bram Stoker's Dracula 1992,4
299,Willy Wonka and the Chocolate Factory 1971,4
308,My Left Foot 1989,4
11,Sting The 1973,4
59,Empire Strikes Back The 1980,5
278,Full Monty The 1997,5
60,Shining The 1980,4
378,Gone with the Wind 1939,5
81,Schindler's List 1993,5
26,Trigger Effect The 1996,3
398,Arsenic and Old Lace 1944,3
286,Desperate Measures 1998,4
13,Arsenic and Old Lace 1944,3
261,Kingpin 1996,5
374,Specialist The 1994,2
280,Little Buddha 1993,5
21,City Hall 1996,2
130,Face/Off 1997,5
85,Godfather The 1972,5
239,Rear Window 1954,5
390,Fargo 1996,5
345,Wizard of Oz The 1939,5
326,Alien 3 1992,1
297,E.T. the Extra-Terrestrial 1982,3
70,Some Like It Hot 1959,4
343,Dead Poets Society 1989,4
196,Home Alone 1990,3
313,Pulp Fiction 1994,2
296,Tin Cup 1996,4
220,I Know What You Did Last Summer 1997,4
7,Stephen King's The Langoliers 1995,2
361,Some Kind of Wonderful 1987,3
385,Carrie 1976,3
272,Casablanca 1942,5
144,What's Eating Gilbert Grape 1993,4
338,Sting The 1973,3
417,Lord of Illusions 1995,3
269,Stand by Me 1986,4
301,Sgt. Bilko 1996,3
308,Matilda 1996,4
312,MisÈrables Les 1995,5
401,Princess Bride The 1987,3
183,Unforgiven 1992,3
385,Bridge on the River Kwai The 1957,3
291,Brady Bunch Movie The 1995,4
334,Heavenly Creatures 1994,4
363,Mary Shelley's Frankenstein 1994,2
184,Quiz Show 1994,4
104,Scream 1996,2
303,Trial and Error 1997,2
84,Two if by Sea 1996,3
201,Bad Boys 1995,3
327,Shawshank Redemption The 1994,2
391,Mr. Holland's Opus 1995,4
189,Crimson Tide 1995,3
163,Schindler's List 1993,4
406,Dumbo 1941,5
374,First Kid 1996,1
363,Con Air 1997,4
401,Gandhi 1982,4
361,In the Line of Fire 1993,4
373,Pinocchio 1940,4
409,Shanghai Triad Yao a yao yao dao waipo qiao 1995,4
295,Bonnie and Clyde 1967,4
85,Chasing Amy 1997,4
276,Chasing Amy 1997,4
142,Professional The 1994,2
206,Anna Karenina 1997,1
279,Nutty Professor The 1996,3
291,Amos & Andrew 1993,3
193,In & Out 1997,4
255,Cape Fear 1991,3
268,M*A*S*H 1970,4
328,Patton 1970,4
3,Devil's Advocate The 1997,3
394,Star Trek VI: The Undiscovered Country 1991,4
228,Stand by Me 1986,4
5,Blade Runner 1982,5
102,Mrs. Doubtfire 1993,3
406,Cook the Thief His Wife & Her Lover The 1989,3
280,Rudy 1993,4
145,Fly Away Home 1996,2
323,Empire Strikes Back The 1980,5
234,Nikita La Femme Nikita 1990,3
279,Goofy Movie A 1995,3
70,Psycho 1960,4
122,Shadowlands 1993,4
276,Ransom 1996,4
336,Don't Be a Menace to South Central While Drinking Your Juice in the Hood 1996,3
244,Powder 1995,2
413,Mrs. Brown Her Majesty Mrs. Brown 1997,4
13,Princess Bride The 1987,2
57,101 Dalmatians 1996,3
336,Great White Hype The 1996,3
256,Nine Months 1995,3
385,Pulp Fiction 1994,5
163,When Harry Met Sally... 1989,3
160,Conspiracy Theory 1997,3
385,Hoop Dreams 1994,5
276,Chain Reaction 1996,2
151,Abyss The 1989,5
117,Rock The 1996,5
412,Apollo 13 1995,4
264,Clerks 1994,5
373,Sgt. Bilko 1996,3
29,Full Monty The 1997,4
385,When Harry Met Sally... 1989,2
420,Edge The 1997,3
110,Pump Up the Volume 1990,3
178,Adventures of Robin Hood The 1938,4
392,Anastasia 1997,2
226,Silence of the Lambs The 1991,5
